Gmt time,Open,High,Low,Close,Volume
04.01.2021 15:10:00.000,372.878,372.978,372.837,372.857,3934.9999
04.01.2021 15:11:00.000,372.847,372.918,372.687,372.728,4077.4999
04.01.2021 15:12:00.000,372.738,372.757,372.577,372.588,4211.2498
04.01.2021 15:13:00.000,372.618,372.687,372.548,372.608,4302
04.01.2021 15:14:00.000,372.628,372.648,372.557,372.557,2912.25
04.01.2021 15:15:00.000,372.567,372.647,372.317,372.348,4196.25
04.01.2021 15:16:00.000,372.358,372.737,372.327,372.667,4824.7499
04.01.2021 15:17:00.000,372.687,372.768,372.607,372.607,3290.9999
04.01.2021 15:18:00.000,372.627,372.757,372.597,372.597,3303.9999
04.01.2021 15:19:00.000,372.607,372.618,372.437,372.438,3549
04.01.2021 15:20:00.000,372.448,372.608,372.337,372.608,3903.7499
04.01.2021 15:21:00.000,372.618,372.718,372.577,372.608,3661.7501
04.01.2021 15:22:00.000,372.618,372.618,372.408,372.458,3559.2501
04.01.2021 15:23:00.000,372.468,372.488,372.318,372.377,3685.75
04.01.2021 15:24:00.000,372.377,372.517,372.317,372.338,3318.7499
04.01.2021 15:25:00.000,372.327,372.408,372.248,372.397,3658.9999
04.01.2021 15:26:00.000,372.408,372.418,372.277,372.308,3479.7499
04.01.2021 15:27:00.000,372.317,372.328,372.127,372.287,3685.4999
04.01.2021 15:28:00.000,372.288,372.338,372.178,372.288,2733.7501
04.01.2021 15:29:00.000,372.297,372.548,372.258,372.487,3867.0001
04.01.2021 15:30:00.000,372.478,372.588,372.387,372.438,4563.7498
04.01.2021 15:31:00.000,372.428,372.527,372.168,372.188,4281.4999
04.01.2021 15:32:00.000,372.178,372.268,371.897,372.027,4494.5002
04.01.2021 15:33:00.000,372.028,372.068,371.857,372.027,4482.2502
04.01.2021 15:34:00.000,372.037,372.078,371.977,372.008,4052.7501
04.01.2021 15:35:00.000,372.008,372.028,371.817,371.898,4358.5
04.01.2021 15:36:00.000,371.908,371.998,371.817,371.837,3839.2501
04.01.2021 15:37:00.000,371.848,371.948,371.797,371.797,4417.5
04.01.2021 15:38:00.000,371.768,371.828,371.688,371.798,3801.7499
04.01.2021 15:39:00.000,371.798,371.848,371.728,371.808,3689.5001
04.01.2021 15:40:00.000,371.808,372.028,371.767,371.897,3863.75
04.01.2021 15:41:00.000,371.908,372.038,371.767,372.028,3576.4999
04.01.2021 15:42:00.000,372.027,372.208,372.017,372.198,3511.25
04.01.2021 15:43:00.000,372.188,372.308,372.147,372.157,3154
04.01.2021 15:44:00.000,372.148,372.187,371.957,371.968,3023.7501
04.01.2021 15:45:00.000,371.948,371.948,371.197,371.267,4929.9998
04.01.2021 15:46:00.000,371.257,371.427,371.097,371.118,5301.7502
04.01.2021 15:47:00.000,371.107,371.307,371.107,371.167,4514.5001
04.01.2021 15:48:00.000,371.157,371.268,371.118,371.207,4233.2501
04.01.2021 15:49:00.000,371.197,371.358,371.098,371.148,4361.0001
04.01.2021 15:50:00.000,371.158,371.288,371.077,371.137,4622.7498
04.01.2021 15:51:00.000,371.128,371.158,370.698,370.828,4826.4999
04.01.2021 15:52:00.000,370.818,370.898,370.377,370.387,4846.7498
04.01.2021 15:53:00.000,370.378,370.588,369.907,369.918,5755.7502
04.01.2021 15:54:00.000,369.928,370.238,369.928,370.198,5389.75
04.01.2021 15:55:00.000,370.197,370.327,370.008,370.108,5091.0001
04.01.2021 15:56:00.000,370.098,370.197,369.958,370.108,4892.7498
04.01.2021 15:57:00.000,370.118,370.367,369.787,370.307,5567.2498
04.01.2021 15:58:00.000,370.288,370.358,370.107,370.288,4994
04.01.2021 15:59:00.000,370.287,370.288,369.867,369.978,5506.4998
04.01.2021 16:00:00.000,369.988,370.428,369.837,370.427,5065.4998
04.01.2021 16:01:00.000,370.418,370.418,370.147,370.298,4595.5
04.01.2021 16:02:00.000,370.298,370.298,369.537,369.788,5587.2502
04.01.2021 16:03:00.000,369.788,369.917,369.118,369.118,5132.2498
04.01.2021 16:04:00.000,369.108,369.158,368.577,369.017,6278.7499
04.01.2021 16:05:00.000,369.028,369.428,369.028,369.067,6041.2502
04.01.2021 16:06:00.000,369.067,369.078,368.447,368.577,5836.9999
04.01.2021 16:07:00.000,368.588,368.818,367.848,367.998,6464.2501
04.01.2021 16:08:00.000,368.008,368.518,367.878,368.407,6367.4998
04.01.2021 16:09:00.000,368.398,368.528,368.048,368.107,5641.7499
04.01.2021 16:10:00.000,368.118,368.127,367.647,367.977,6056.7498
04.01.2021 16:11:00.000,367.988,368.737,367.968,368.678,5883.9998
04.01.2021 16:12:00.000,368.678,369.008,368.647,368.988,5802.7501
04.01.2021 16:13:00.000,368.988,369.248,368.897,369.208,5040.9999
04.01.2021 16:14:00.000,369.198,369.318,369.027,369.317,5175.0002
04.01.2021 16:15:00.000,369.317,369.317,368.918,369.168,4983.5
04.01.2021 16:16:00.000,369.147,369.147,368.937,368.947,4869
04.01.2021 16:17:00.000,368.957,369.328,368.948,369.237,4625.2499
04.01.2021 16:18:00.000,369.218,369.278,368.998,369.027,4345.7499
04.01.2021 16:19:00.000,369.017,369.428,368.838,369.387,5210
04.01.2021 16:20:00.000,369.358,369.358,369.107,369.247,4928.2498
04.01.2021 16:21:00.000,369.248,369.248,369.028,369.077,4029.7499
04.01.2021 16:22:00.000,369.068,369.247,368.767,369.047,5247.0002
04.01.2021 16:23:00.000,369.058,369.288,369.007,369.048,5495.5001
04.01.2021 16:24:00.000,369.027,369.097,368.648,368.667,4961.9999
04.01.2021 16:25:00.000,368.677,368.978,368.548,368.948,5089.5
04.01.2021 16:26:00.000,368.968,369.178,368.907,368.987,4405.4999
04.01.2021 16:27:00.000,368.978,369.028,368.747,368.878,5402.5002
04.01.2021 16:28:00.000,368.887,368.968,368.847,368.967,4283.2499
04.01.2021 16:29:00.000,368.987,369.058,368.888,368.967,3559.7501
04.01.2021 16:30:00.000,368.978,368.978,368.557,368.917,5157.2499
04.01.2021 16:31:00.000,368.907,368.907,368.437,368.498,4741.7498
04.01.2021 16:32:00.000,368.488,368.568,368.147,368.388,4853.0002
04.01.2021 16:33:00.000,368.397,368.808,368.307,368.798,5113.75
04.01.2021 16:34:00.000,368.807,368.888,368.587,368.737,4765.9998
04.01.2021 16:35:00.000,368.747,368.787,368.118,368.287,5277.5002
04.01.2021 16:36:00.000,368.288,368.558,368.288,368.457,5135.0002
04.01.2021 16:37:00.000,368.457,368.527,368.188,368.508,4800.0002
04.01.2021 16:38:00.000,368.517,368.528,368.397,368.487,4515.2502
04.01.2021 16:39:00.000,368.467,368.597,368.288,368.408,4719.7499
04.01.2021 16:40:00.000,368.388,368.408,368.057,368.148,4968.5001
04.01.2021 16:41:00.000,368.158,368.438,368.157,368.408,4381
04.01.2021 16:42:00.000,368.418,368.438,368.197,368.318,4525.4998
04.01.2021 16:43:00.000,368.328,368.378,368.067,368.137,3976.0001
04.01.2021 16:44:00.000,368.128,368.348,368.128,368.247,4349.75
04.01.2021 16:45:00.000,368.257,368.308,368.047,368.058,4326.4999
04.01.2021 16:46:00.000,368.047,368.218,367.998,368.148,3853.75
04.01.2021 16:47:00.000,368.148,368.188,367.968,368.007,4062.2501
04.01.2021 16:48:00.000,368.007,368.138,367.917,368.117,3820.75
04.01.2021 16:49:00.000,368.117,368.178,368.057,368.157,3132
04.01.2021 16:50:00.000,368.167,368.198,368.077,368.158,3000.7501
04.01.2021 16:51:00.000,368.147,368.308,368.137,368.277,3487.7501
04.01.2021 16:52:00.000,368.268,368.308,368.018,368.018,3709.5001
04.01.2021 16:53:00.000,368.028,368.068,367.888,367.968,4026.7501
04.01.2021 16:54:00.000,367.967,367.968,367.247,367.267,5265.9998
04.01.2021 16:55:00.000,367.257,367.358,367.107,367.287,4758.5001
04.01.2021 16:56:00.000,367.317,367.357,367.018,367.028,4205.2498
04.01.2021 16:57:00.000,367.017,367.048,366.678,366.748,5028.5001
04.01.2021 16:58:00.000,366.737,367.118,366.677,367.007,5129.25
04.01.2021 16:59:00.000,366.997,367.048,366.897,366.947,4810.9999
04.01.2021 17:00:00.000,366.938,367.257,366.737,366.768,5139.2498
04.01.2021 17:01:00.000,366.758,366.938,366.488,366.758,5025.0001
04.01.2021 17:02:00.000,366.768,366.948,366.577,366.937,4938.4999
04.01.2021 17:03:00.000,366.947,367.148,366.698,366.908,5307.25
04.01.2021 17:04:00.000,366.907,366.928,366.557,366.727,4908.2499
04.01.2021 17:05:00.000,366.728,366.947,366.637,366.868,4736.0001
04.01.2021 17:06:00.000,366.868,367.007,366.847,366.907,4408.5002
04.01.2021 17:07:00.000,366.917,366.978,366.797,366.858,4507.5002
04.01.2021 17:08:00.000,366.847,366.847,366.557,366.577,4526.2499
04.01.2021 17:09:00.000,366.577,366.577,365.978,366.127,5403.5001
04.01.2021 17:10:00.000,366.118,366.317,365.748,365.788,5497.2501
04.01.2021 17:11:00.000,365.797,365.878,365.098,365.278,5737.5002
04.01.2021 17:12:00.000,365.267,365.668,365.267,365.538,6046.5002
04.01.2021 17:13:00.000,365.508,365.668,365.437,365.507,5107.9998
04.01.2021 17:14:00.000,365.498,365.648,365.258,365.268,4842.7501
04.01.2021 17:15:00.000,365.268,365.377,364.798,365.327,5843.2498
04.01.2021 17:16:00.000,365.317,365.708,365.088,365.668,5763.2499
04.01.2021 17:17:00.000,365.667,365.768,365.567,365.678,5659.2498
04.01.2021 17:18:00.000,365.668,366.217,365.607,366.217,5030.4999
04.01.2021 17:19:00.000,366.207,366.207,365.857,365.997,4066
04.01.2021 17:20:00.000,365.968,366.128,365.637,366.088,5929.2498
04.01.2021 17:21:00.000,366.077,366.288,365.927,366.147,5375
04.01.2021 17:22:00.000,366.137,366.328,366.087,366.317,5101.2502
04.01.2021 17:23:00.000,366.287,366.288,366.027,366.127,4596.2501
04.01.2021 17:24:00.000,366.107,366.518,366.107,366.318,4816.5002
04.01.2021 17:25:00.000,366.307,366.358,366.117,366.207,4810.75
04.01.2021 17:26:00.000,366.207,366.338,366.138,366.297,4764.9999
04.01.2021 17:27:00.000,366.277,366.477,366.107,366.427,4950.7499
04.01.2021 17:28:00.000,366.438,366.508,366.227,366.338,4280.4999
04.01.2021 17:29:00.000,366.348,366.518,366.267,366.457,4559.7501
04.01.2021 17:30:00.000,366.438,366.438,365.998,366.038,5257.5002
04.01.2021 17:31:00.000,366.027,366.268,365.567,365.678,5576.4999
04.01.2021 17:32:00.000,365.678,366.078,365.667,365.898,5407.2499
04.01.2021 17:33:00.000,365.878,366.067,365.878,365.958,4856.2498
04.01.2021 17:34:00.000,365.977,366.368,365.977,366.227,4168.7498
04.01.2021 17:35:00.000,366.228,366.368,366.078,366.108,4685.9999
04.01.2021 17:36:00.000,366.117,366.117,365.878,365.937,4737.5002
04.01.2021 17:37:00.000,365.917,365.948,365.747,365.807,4225.75
04.01.2021 17:38:00.000,365.807,365.928,365.737,365.748,3253.2499
04.01.2021 17:39:00.000,365.738,365.807,365.408,365.717,4637.2499
04.01.2021 17:40:00.000,365.698,365.737,365.258,365.347,5133.9998
04.01.2021 17:41:00.000,365.357,365.498,365.348,365.388,3845.5
04.01.2021 17:42:00.000,365.398,365.438,365.287,365.348,3837.5001
04.01.2021 17:43:00.000,365.347,365.378,365.217,365.378,3415.75
04.01.2021 17:44:00.000,365.367,365.587,365.327,365.408,3941.75
04.01.2021 17:45:00.000,365.398,365.418,365.117,365.187,4340.7502
04.01.2021 17:46:00.000,365.197,365.388,365.117,365.197,4212.75
04.01.2021 17:47:00.000,365.218,365.418,365.217,365.347,4040.2498
04.01.2021 17:48:00.000,365.337,365.398,365.237,365.288,3832.5
04.01.2021 17:49:00.000,365.288,365.338,365.117,365.197,3871.0001
04.01.2021 17:50:00.000,365.208,365.307,365.117,365.188,4056.7498
04.01.2021 17:51:00.000,365.187,365.458,365.018,365.437,4296.9999
04.01.2021 17:52:00.000,365.427,365.867,365.397,365.807,4655.0002
04.01.2021 17:53:00.000,365.808,366.038,365.687,366.008,4541.2502
04.01.2021 17:54:00.000,366.018,366.158,365.977,366.138,4231.2498
04.01.2021 17:55:00.000,366.128,366.408,366.108,366.268,4157.4998
04.01.2021 17:56:00.000,366.228,366.378,366.198,366.307,3747
04.01.2021 17:57:00.000,366.298,366.298,366.007,366.068,3673.7499
04.01.2021 17:58:00.000,366.068,366.217,366.047,366.208,3469.25
04.01.2021 17:59:00.000,366.218,366.347,366.147,366.268,3262.0001
04.01.2021 18:00:00.000,366.278,366.328,366.107,366.258,3953.7499
04.01.2021 18:01:00.000,366.268,366.448,366.197,366.438,4161.7498
04.01.2021 18:02:00.000,366.437,366.448,366.227,366.287,3455.75
04.01.2021 18:03:00.000,366.267,366.308,366.097,366.187,3278.5001
04.01.2021 18:04:00.000,366.187,366.338,366.187,366.328,3173.25
04.01.2021 18:05:00.000,366.327,366.367,366.187,366.238,3543.2501
04.01.2021 18:06:00.000,366.218,366.227,366.048,366.207,3132.75
04.01.2021 18:07:00.000,366.188,366.367,366.088,366.358,3146.25
04.01.2021 18:08:00.000,366.368,366.738,366.368,366.617,4181.7498
04.01.2021 18:09:00.000,366.608,366.698,366.497,366.647,3787.4999
04.01.2021 18:10:00.000,366.637,366.748,366.637,366.677,3409.4999
04.01.2021 18:11:00.000,366.667,366.908,366.637,366.888,2606.25
04.01.2021 18:12:00.000,366.877,367.018,366.867,366.958,3341.2499
04.01.2021 18:13:00.000,366.948,367.158,366.917,367.158,2966.2499
04.01.2021 18:14:00.000,367.157,367.157,367.027,367.037,2454
04.01.2021 18:15:00.000,367.047,367.188,366.998,367.188,2711.75
04.01.2021 18:16:00.000,367.187,367.328,367.158,367.317,2160.7499
04.01.2021 18:17:00.000,367.317,367.448,367.317,367.427,2116.75
04.01.2021 18:18:00.000,367.427,367.468,367.347,367.458,2214
04.01.2021 18:19:00.000,367.467,367.477,367.348,367.357,1836.2499
04.01.2021 18:20:00.000,367.357,367.528,367.347,367.517,2469.0001
04.01.2021 18:21:00.000,367.517,367.538,367.448,367.518,2415.4999
04.01.2021 18:22:00.000,367.508,367.567,367.497,367.538,1556
04.01.2021 18:23:00.000,367.548,367.778,367.497,367.747,1793.25
04.01.2021 18:24:00.000,367.758,368.008,367.727,367.977,3348.5
04.01.2021 18:25:00.000,367.967,368.148,367.937,368.128,2589.5
04.01.2021 18:26:00.000,368.097,368.238,368.097,368.228,2559.9999
04.01.2021 18:27:00.000,368.218,368.238,367.888,367.907,3171.7501
04.01.2021 18:28:00.000,367.917,367.928,367.787,367.838,2592.9999
04.01.2021 18:29:00.000,367.848,367.988,367.848,367.948,2724
04.01.2021 18:30:00.000,367.948,367.948,367.598,367.677,3003.9999
04.01.2021 18:31:00.000,367.677,367.748,367.557,367.617,3286
04.01.2021 18:32:00.000,367.628,367.778,367.617,367.748,3036.7501
04.01.2021 18:33:00.000,367.757,367.808,367.527,367.607,3367.7499
04.01.2021 18:34:00.000,367.617,367.678,367.377,367.448,3579.2501
04.01.2021 18:35:00.000,367.447,367.778,367.437,367.758,4243
04.01.2021 18:36:00.000,367.768,367.908,367.718,367.817,3566.2501
04.01.2021 18:37:00.000,367.817,367.828,367.717,367.728,2854.7499
04.01.2021 18:38:00.000,367.728,367.737,367.568,367.688,3285.0001
04.01.2021 18:39:00.000,367.678,367.827,367.667,367.747,2940.0001
04.01.2021 18:40:00.000,367.747,367.968,367.747,367.967,3194.7501
04.01.2021 18:41:00.000,367.968,368.048,367.918,368.038,2194.7501
04.01.2021 18:42:00.000,368.037,368.228,368.037,368.138,2111.2499
04.01.2021 18:43:00.000,368.147,368.147,367.837,367.908,3361.0001
04.01.2021 18:44:00.000,367.898,367.908,367.637,367.828,3181.2501
04.01.2021 18:45:00.000,367.838,367.998,367.767,367.848,4393.0001
04.01.2021 18:46:00.000,367.858,367.998,367.847,367.907,4153.7499
04.01.2021 18:47:00.000,367.918,368.058,367.887,368.048,3037.75
04.01.2021 18:48:00.000,368.047,368.087,367.957,367.988,3036.2501
04.01.2021 18:49:00.000,367.988,368.048,367.888,368.047,3052.7501
04.01.2021 18:50:00.000,368.047,368.138,367.918,368.098,3416.75
04.01.2021 18:51:00.000,368.107,368.238,368.027,368.218,2254.25
04.01.2021 18:52:00.000,368.237,368.428,368.227,368.428,3163.0001
04.01.2021 18:53:00.000,368.428,368.538,368.388,368.478,2813.2501
04.01.2021 18:54:00.000,368.488,368.558,368.468,368.548,1761
04.01.2021 18:55:00.000,368.557,368.588,368.447,368.497,2440.7499
04.01.2021 18:56:00.000,368.498,368.568,368.418,368.418,3007.9999
04.01.2021 18:57:00.000,368.408,368.488,368.407,368.428,2655.75
04.01.2021 18:58:00.000,368.437,368.608,368.437,368.558,2734.4999
04.01.2021 18:59:00.000,368.557,368.628,368.527,368.587,2118
04.01.2021 19:00:00.000,368.578,368.618,368.457,368.538,2885.9999
04.01.2021 19:01:00.000,368.528,368.538,368.137,368.147,4834.25
04.01.2021 19:02:00.000,368.138,368.337,368.137,368.207,3376.25
04.01.2021 19:03:00.000,368.217,368.428,368.217,368.358,3460
04.01.2021 19:04:00.000,368.377,368.428,368.327,368.377,2628.2499
04.01.2021 19:05:00.000,368.387,368.418,367.908,367.908,3825.5
04.01.2021 19:06:00.000,367.918,368.228,367.918,368.147,3571.5001
04.01.2021 19:07:00.000,368.157,368.168,367.928,367.928,3125.9999
04.01.2021 19:08:00.000,367.928,368.008,367.848,367.848,3008.25
04.01.2021 19:09:00.000,367.857,367.878,367.527,367.547,3420.0001
04.01.2021 19:10:00.000,367.547,367.688,367.537,367.548,3235.75
04.01.2021 19:11:00.000,367.538,367.628,367.217,367.338,3966.5
04.01.2021 19:12:00.000,367.348,367.608,367.348,367.517,4330.9999
04.01.2021 19:13:00.000,367.527,367.648,367.498,367.578,3141
04.01.2021 19:14:00.000,367.588,367.838,367.578,367.777,2856.75
04.01.2021 19:15:00.000,367.787,367.787,367.538,367.607,3902
04.01.2021 19:16:00.000,367.608,367.848,367.607,367.737,3283.5
04.01.2021 19:17:00.000,367.738,367.867,367.648,367.838,2847.5001
04.01.2021 19:18:00.000,367.837,367.917,367.717,367.757,3131.7501
04.01.2021 19:19:00.000,367.748,367.788,367.587,367.678,3313.4999
04.01.2021 19:20:00.000,367.667,367.778,367.577,367.728,2961.4999
04.01.2021 19:21:00.000,367.738,367.747,367.468,367.707,3579.5
04.01.2021 19:22:00.000,367.717,367.858,367.697,367.797,3502.25
04.01.2021 19:23:00.000,367.817,367.898,367.758,367.878,2869.9999
04.01.2021 19:24:00.000,367.887,368.078,367.857,368.028,2794.5001
04.01.2021 19:25:00.000,368.017,368.018,367.747,367.768,3788.0001
04.01.2021 19:26:00.000,367.738,367.758,367.607,367.728,3528.5001
04.01.2021 19:27:00.000,367.728,367.828,367.707,367.817,3385.5
04.01.2021 19:28:00.000,367.817,367.848,367.707,367.818,2901.5
04.01.2021 19:29:00.000,367.808,367.838,367.638,367.787,3189.25
04.01.2021 19:30:00.000,367.778,367.778,367.367,367.498,4540
04.01.2021 19:31:00.000,367.507,367.597,367.447,367.467,3543.4999
04.01.2021 19:32:00.000,367.458,367.528,367.228,367.237,4261.25
04.01.2021 19:33:00.000,367.247,367.408,367.227,367.268,3852
04.01.2021 19:34:00.000,367.258,367.328,367.068,367.128,3929.75
04.01.2021 19:35:00.000,367.118,367.248,366.917,366.918,3648.7501
04.01.2021 19:36:00.000,366.927,367.108,366.917,367.027,3112.7501
04.01.2021 19:37:00.000,367.017,367.237,366.977,367.218,2972.7499
04.01.2021 19:38:00.000,367.228,367.488,367.228,367.447,3290
04.01.2021 19:39:00.000,367.438,367.438,367.197,367.357,3039.5
04.01.2021 19:40:00.000,367.347,367.488,367.197,367.208,3175.2501
04.01.2021 19:41:00.000,367.207,367.247,367.098,367.198,3538.5001
04.01.2021 19:42:00.000,367.198,367.298,367.148,367.288,1938
04.01.2021 19:43:00.000,367.308,367.427,367.297,367.337,1997
04.01.2021 19:44:00.000,367.337,367.338,367.207,367.267,2493
04.01.2021 19:45:00.000,367.247,367.368,367.157,367.198,2825.7501
04.01.2021 19:46:00.000,367.188,367.347,367.188,367.268,2813.9999
04.01.2021 19:47:00.000,367.258,367.348,367.227,367.277,2325
04.01.2021 19:48:00.000,367.268,367.398,367.008,367.108,3788.25
04.01.2021 19:49:00.000,367.098,367.117,366.777,366.807,3834.5001
04.01.2021 19:50:00.000,366.807,366.918,366.657,366.718,3985.5001
04.01.2021 19:51:00.000,366.727,366.768,366.568,366.667,3621.7501
04.01.2021 19:52:00.000,366.677,366.787,366.608,366.758,3464.9999
04.01.2021 19:53:00.000,366.778,366.847,366.667,366.738,3396.25
04.01.2021 19:54:00.000,366.738,366.837,366.627,366.757,3126.4999
04.01.2021 19:55:00.000,366.747,367.118,366.678,367.117,3426.7499
04.01.2021 19:56:00.000,367.117,367.527,367.117,367.378,4688.7498
04.01.2021 19:57:00.000,367.368,368.037,367.317,367.948,4875
04.01.2021 19:58:00.000,367.938,368.048,367.777,367.918,4237.5002
04.01.2021 19:59:00.000,367.927,368.107,367.827,367.967,3902.4999
04.01.2021 20:00:00.000,367.928,368.157,367.897,367.927,4900.7502
04.01.2021 20:01:00.000,367.918,368.098,367.838,367.838,4333.7498
04.01.2021 20:02:00.000,367.818,367.827,367.187,367.217,4935.2498
04.01.2021 20:03:00.000,367.227,367.338,367.047,367.177,4604.25
04.01.2021 20:04:00.000,367.168,367.328,367.047,367.098,3855.7501
04.01.2021 20:05:00.000,367.107,367.508,367.078,367.447,4546.9999
04.01.2021 20:06:00.000,367.437,367.968,367.427,367.757,5162.25
04.01.2021 20:07:00.000,367.767,367.778,367.607,367.708,3861.0001
04.01.2021 20:08:00.000,367.708,367.908,367.587,367.628,4137.2499
04.01.2021 20:09:00.000,367.618,367.638,367.457,367.538,4307.7502
04.01.2021 20:10:00.000,367.518,367.817,367.518,367.788,4217.9999
04.01.2021 20:11:00.000,367.788,367.798,367.547,367.677,4179.2498
04.01.2021 20:12:00.000,367.668,367.998,367.658,367.918,4097.25
04.01.2021 20:13:00.000,367.908,367.908,367.617,367.658,3968.4999
04.01.2021 20:14:00.000,367.667,367.978,367.667,367.897,4239.9998
04.01.2021 20:15:00.000,367.907,367.978,367.767,367.868,3734.4999
04.01.2021 20:16:00.000,367.857,367.898,367.787,367.827,3395.4999
04.01.2021 20:17:00.000,367.838,367.887,367.428,367.467,3816
04.01.2021 20:18:00.000,367.478,367.547,367.347,367.398,3816.75
04.01.2021 20:19:00.000,367.407,367.517,367.307,367.468,3556.7501
04.01.2021 20:20:00.000,367.467,367.638,367.408,367.438,3711.9999
04.01.2021 20:21:00.000,367.467,367.558,367.428,367.428,3048.7499
04.01.2021 20:22:00.000,367.437,367.528,367.427,367.477,2338.2499
04.01.2021 20:23:00.000,367.487,367.578,367.348,367.477,3114.0001
04.01.2021 20:24:00.000,367.487,367.768,367.468,367.598,3783
04.01.2021 20:25:00.000,367.597,367.628,367.407,367.567,3694.5
04.01.2021 20:26:00.000,367.568,367.707,367.477,367.678,3484.9999
04.01.2021 20:27:00.000,367.688,367.817,367.597,367.707,3334.25
04.01.2021 20:28:00.000,367.727,367.758,367.497,367.518,3121.5
04.01.2021 20:29:00.000,367.518,367.638,367.477,367.607,3366.25
04.01.2021 20:30:00.000,367.597,367.668,367.287,367.338,3538.5001
04.01.2021 20:31:00.000,367.328,367.457,367.227,367.347,3749.0001
04.01.2021 20:32:00.000,367.347,367.617,367.227,367.567,4019.2499
04.01.2021 20:33:00.000,367.567,368.128,367.547,368.127,5057.25
04.01.2021 20:34:00.000,368.117,368.388,368.097,368.178,4379.0002
04.01.2021 20:35:00.000,368.187,368.238,367.977,368.227,3997
04.01.2021 20:36:00.000,368.227,368.418,368.188,368.398,4037.25
04.01.2021 20:37:00.000,368.378,368.468,368.327,368.347,3487.5
04.01.2021 20:38:00.000,368.318,368.478,368.287,368.458,3438.2501
04.01.2021 20:39:00.000,368.467,368.588,368.407,368.577,3808.0001
04.01.2021 20:40:00.000,368.588,368.588,368.447,368.527,3152
04.01.2021 20:41:00.000,368.517,368.607,368.407,368.438,3196.0001
04.01.2021 20:42:00.000,368.438,368.548,368.367,368.527,3060.4999
04.01.2021 20:43:00.000,368.548,368.708,368.488,368.628,3397.5
04.01.2021 20:44:00.000,368.618,368.787,368.577,368.617,3763.7501
04.01.2021 20:45:00.000,368.607,368.798,368.588,368.777,4128.2501
04.01.2021 20:46:00.000,368.778,368.878,368.737,368.778,3506.5
04.01.2021 20:47:00.000,368.768,368.908,368.768,368.807,2963.2499
04.01.2021 20:48:00.000,368.817,368.968,368.767,368.777,3086.75
04.01.2021 20:49:00.000,368.777,369.288,368.777,369.267,3743.5
04.01.2021 20:50:00.000,369.238,369.438,369.057,369.238,5508.75
04.01.2021 20:51:00.000,369.238,369.287,369.117,369.147,3923.5001
04.01.2021 20:52:00.000,369.147,369.257,369.037,369.208,3562.5
